docId,subject,verb,object
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[Regulators],"[have, discussed]",[everything]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[issue],[slipped],[everything]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[it],"['s, not, coming]",[everything]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[pace],[picked],"[to, be, a, constant, in, ']"
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[it],"['s, going]","[to, be, a, constant, in, ']"
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,"[fund, firms]","[are, finding]","[to, be, a, constant, in, ']"
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[costs],"[are, rising]","[to, be, a, constant, in, ']"
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[firms],"[are, consolidating]",[funds]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[that],[do],[thing]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[firms],"[will, kill]",[issues]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[2008],[impaired],"[term, track, record]"
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[they],"[ca, n't, run]",[business]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[they],[cover],[costs]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[promoters],"[have, been, throwing]",[funds]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[time],"[has, come]",[funds]
4VB1-H3G0-TWJ8-K1JG-00000-00.txt,[that],"[have, n't, gained]",[traction]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[holiday, sales, bankruptcy, judge]",[approves],[plan]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[Circuit, City]",[moved],[plug]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[it],"['s, pulling]",[plug]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[It],[became],"[to, fall, victim, to, the, expanding, financial, crisis, Friday]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[it],"[will, shut]","[U.S., stores]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[It],[means],[hundreds]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[Circuit, City, Stores]",[Inc.has],[stores]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[Circuit, City]",[opened],[doors]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[stores],[set],[precedent]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[electronics, retailer]",[spells],[trouble]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[that],"[has, claimed]","[Sound, Advice, KB, Toys, Mervyns, LLC, Linens, N, Things]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[hedge, fund]",[pulled],[rug]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[that],[owned],"[Sound, Advice]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[Circuit, City]","[had, been, seeking]","[buyer, deal]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[credit, market, consumer, worries]",[proved],"[insurmountable.\""Very]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[it],[faced],[competition]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[which],[built],[stores]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[turnaround, efforts]",[included],"[laying, off, higher, -, paid, employees, ,, opening, smaller, concept, stores, ,, seeking, potential, buyers, ,, changing, management, and, closing, stores]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[it],[laid],"[store, workers]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[it],[replaced],[them]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[buyers],[considered],[form]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[Circuit, City]","[could, n't, secure]","[financing, support]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[Judge, Kevin, Huennekens]",[gave],[approval]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[liquidation],[follows],"[shopping, season]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[People],"[have, slashed]",[spending]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[Staff],[writers],"[Nicole, Hutcheson, James, Thorner]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[which],[included],[information]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[liquidators],[move],"[doing, markdowns]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[liquidators],[begin],"[doing, markdowns]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[sale],"[is, expected]","[to, last, as, long, as, there, is, merchandise]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[company, officials]","[are, hoping]","[to, last, as, long, as, there, is, merchandise]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[it],"['s, wrapped]",[March]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[What],"[will, happen]","[day, notice]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[majority],"[have, been, given]","[day, notice]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[Those],"[will, receive]","[pay, benefits]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[I],[own],"[stock?The, company]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[stock],"[to, have]",[value]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[I],"[Can, use]","[City, gift, card?Yes]"
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[Customers],"[can, redeem]",[them]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[stores],"[have, closed]",[them]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[City, protection, plans]","[are, backed]",[party]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,"[City, protection, plans]","[are, n't, affected]",[liquidation]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[I],[purchased],[something]
4VDJ-DVW0-TX4Y-70S3-00000-00.txt,[I],"[Can, bring]","[it, back?Yes]"
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[Market, DSM]",[lost],[points]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[insurers],[gained],[territory]
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[company, Holding, Company, firm, Gulf, Holding]",[posted],[losses]
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[Dhabi, Securities, Exchange]",[lost],[percent]
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[cement, producers]",[reduced],[price]
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[National, Bank]",[bucked],"[tha, trend]"
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[National, Bank]",[gained],[percent]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[stocks],[posted],[profits]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[Ektittab],[posted],[loss]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[UAE],"[is, considering]",[change]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[that],"[would, allow]",[workers]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[who],[lose],[jobs]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[Both],"[are, finished]",[approval]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[Both],[awaiting],[approval]
7VJP-MPP1-2R2Y-710X-00000-00.txt,[fund],"[is, expected]","[to, invest, nearly, half, of, its, cash, assets, of, $, 4.5bn, (, Dhs16.52bn, ), ,, in, shares, and, bonds, across, the, US, and, Europe]"
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[market, pricing]",[looks],"[to, start, investing, in, solid, equities, and, bonds, across, the, US, and, Europe]"
7VJP-MPP1-2R2Y-710X-00000-00.txt,[we],[intend],"[to, start, investing, in, solid, equities, and, bonds, across, the, US, and, Europe]"
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[Al, Khalifa]",[told],"[Gulf, News]"
7VJP-MPP1-2R2Y-710X-00000-00.txt,"[quarter, profit]",[converted],"[bond, issue]"
4P06-5J00-TXCN-S33B-00000-00.txt,"[Price, Index]",[registered],"[percent, increase, advance]"
4P06-5J00-TXCN-S33B-00000-00.txt,"[Hurricane, Katrina]",[shut],"[Coast, oil, production]"
4P06-5J00-TXCN-S33B-00000-00.txt,[which],"[had, been, expected]",[reassurance]
4P06-5J00-TXCN-S33B-00000-00.txt,[which],[provided],[reassurance]
4P06-5J00-TXCN-S33B-00000-00.txt,"[factory, output, mining, both]",[posted],[increases]
4P06-5J00-TXCN-S33B-00000-00.txt,[which],[includes],"[oil, drilling]"
4P06-5J00-TXCN-S33B-00000-00.txt,[gains],"[were, offset]","[percent, plunge]"
4P06-5J00-TXCN-S33B-00000-00.txt,[This],[reflected],[return]
4P06-5J00-TXCN-S33B-00000-00.txt,[markets],"[have, been, roiled]","[inflation, concerns]"
4P06-5J00-TXCN-S33B-00000-00.txt,[yield],[hit],"[year, high]"
4P06-5J00-TXCN-S33B-00000-00.txt,"[interest, rates]","[could, prolong]",[troubles]
4P06-5J00-TXCN-S33B-00000-00.txt,[investors],"[have, abandoned]",[hopes]
4P06-5J00-TXCN-S33B-00000-00.txt,"[Federal, Reserve]","[might, cut]","[interest, rates]"
4P06-5J00-TXCN-S33B-00000-00.txt,[pressures],"[will, keep]",[bank]
4P06-5J00-TXCN-S33B-00000-00.txt,[it],[controls],[that]
4P06-5J00-TXCN-S33B-00000-00.txt,[increase],[reflected],"[oil, bill]"
4P06-5J00-TXCN-S33B-00000-00.txt,[analysts],"[had, been, expecting]",[what]
4P06-5J00-TXCN-S33B-00000-00.txt,[It],[followed],[gains]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[IPO],[provides],[glimmer]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[float],"[could, raise]","[Polish, Zlotys, 480, million]"
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[float],"[will, send]",[signal]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[Cyfrowy],[put],[IPO]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,"[CEO, Dominik, Libicki]",[said],[IPO]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[Polsat],[added],[subscribers]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[float],"[will, spur]",[interest]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[who],"[will, hold]","[%, stake]"
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[IPO],"[could, open]",[door]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[television],"[will, follow]",[suit]
4SD2-N1S0-TX2Y-F19G-00000-00.txt,[float],"[will, speed]",[process]
4TD4-V4M0-TW87-N162-00000-00.txt,[branch],[features],[pictures]
4TD4-V4M0-TW87-N162-00000-00.txt,[one],[has],[bamboo]
4TD4-V4M0-TW87-N162-00000-00.txt,[one],[has],[chairs]
4TD4-V4M0-TW87-N162-00000-00.txt,"[giant, Capital, One]","[has, tried]","[to, nurture, the, local, look, and, feel, of, the, bank, branches, the, company, bought, as, part, of, a, strategy, to, transform, itself, into, what, longtime, chief, executive, Richard, Fairbank, called, "", one, of, the, nation, 's, great, banks]"
4TD4-V4M0-TW87-N162-00000-00.txt,[strategy],"[has, helped]","[buffer, the, company, from, some, of, the, harshest, effects, of, the, meltdown, in, the, credit, markets]"
4TD4-V4M0-TW87-N162-00000-00.txt,[that],[sent],[stock]
4TD4-V4M0-TW87-N162-00000-00.txt,"[Capital, One]","[is, struggling]","[to, mesh, its, culture, with, that, of, the, banks, it, bought]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[Capital, One]",[made],[name]
4TD4-V4M0-TW87-N162-00000-00.txt,[who],[built],[programs]
4TD4-V4M0-TW87-N162-00000-00.txt,[who],[got],[cards]
4TD4-V4M0-TW87-N162-00000-00.txt,[difference],"[has, produced]",[tensions]
4TD4-V4M0-TW87-N162-00000-00.txt,[Dozens],"[have, quit]","[to, go, to, more, entrepreneurial, firms, such, as, Signature, Bank]"
4TD4-V4M0-TW87-N162-00000-00.txt,[They],[understood],"[banking, business, percent]"
4TD4-V4M0-TW87-N162-00000-00.txt,[they],[understood],[area]
4TD4-V4M0-TW87-N162-00000-00.txt,[he],[hired],[team]
4TD4-V4M0-TW87-N162-00000-00.txt,[he],[intends],"[to, preserve, the, "", explicitly, different, cultures, "", between, the, banking, and, credit, card, businesses]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[Capital, One]",[contemplated],"[giving, the, "", senior, vice, presidents, "", at, the, bank, branches]"
4TD4-V4M0-TW87-N162-00000-00.txt,[that],"[would, have, hurt]",[feelings]
4TD4-V4M0-TW87-N162-00000-00.txt,"[bank, employees]","[could, use]",[that]
4TD4-V4M0-TW87-N162-00000-00.txt,"[banks, card, company]",[offer],[lines]
4TD4-V4M0-TW87-N162-00000-00.txt,[customers],"[can, have]",[access]
4TD4-V4M0-TW87-N162-00000-00.txt,[banks],[bring],[What]
4TD4-V4M0-TW87-N162-00000-00.txt,[which],"[was, used]","[to, fund, credit, card, lending]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[Owning, local, banks]",[gives],[access]
4TD4-V4M0-TW87-N162-00000-00.txt,[who],"[do, n't, have]","[deposit, funding]"
4TD4-V4M0-TW87-N162-00000-00.txt,[It],"[has, had]",[success]
4TD4-V4M0-TW87-N162-00000-00.txt,[Fairbank],[attended],[Stanford]
4TD4-V4M0-TW87-N162-00000-00.txt,[Something],[bugged],"[Fairbank, colleague]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[card, companies]",[charged],"[customers, fee, percent, interest, rate]"
4TD4-V4M0-TW87-N162-00000-00.txt,[they],"[could, build]",[kind]
4TD4-V4M0-TW87-N162-00000-00.txt,[lenders],"[could, send]","[credit, card]"
4TD4-V4M0-TW87-N162-00000-00.txt,[they],"[could, adjust]","[card, promotions]"
4TD4-V4M0-TW87-N162-00000-00.txt,[They],[found],[taker]
4TD4-V4M0-TW87-N162-00000-00.txt,"[Fairbank, Morris]",[recruited],"[League, types]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[Fairbank, Morris]",[paid],[hires]
4TD4-V4M0-TW87-N162-00000-00.txt,[it],"[did, not, seem]","[to, be, working, at, first]"
4TD4-V4M0-TW87-N162-00000-00.txt,"[Fairbank, Morris]",[used],"[car, trips]"
4TD4-V4M0-TW87-N162-00000-00.txt,[We],[had],"[loads, loads]"
4TD4-V4M0-TW87-N162-00000-00.txt,[I],"['d, tell]",[Rich]
4TD4-V4M0-TW87-N162-00000-00.txt,[I],"['m, losing]",[mind]
4TD4-V4M0-TW87-N162-00000-00.txt,[They],[kept],"[to, pay, off]"
4TD4-V4M0-TW87-N162-00000-00.txt,[strategy],[began],"[to, pay, off]"
4TD4-V4M0-TW87-N162-00000-00.txt,[Signet],[started],"[to, reap, huge, profits]"
4TD4-V4M0-TW87-N162-00000-00.txt,[strategy],[guided],[parts]
4TD4-V4M0-TW87-N162-00000-00.txt,[company],[maintained],[office]
4TD4-V4M0-TW87-N162-00000-00.txt,[employees],[piled],"[to, commute, between, Northern, Virginia, and, Richmond]"
4TD4-V4M0-TW87-N162-00000-00.txt,[Rivals],[copied],[strategy]
4TD4-V4M0-TW87-N162-00000-00.txt,"[Growing, Pains, Fairbank]",[decided],"[to, buy, banks, after, what, he, called, a, life, -, changing, 2002]"
4TD4-V4M0-TW87-N162-00000-00.txt,[he],[called],[what]
4TD4-V4M0-TW87-N162-00000-00.txt,[downturn],[crippled],"[capital, markets]"
